YearsCode,YearsCodeProfessional,Background,SalaryUSD,Education,Age,Country,Blockchain,HTML_CSS,LISP,Java,JavaScript,OCaml,Cplusplus,Scala,PHP,Python,C,Fortran,SQL,R,C_sharp,MATLAB,Julia,Clojure,Ruby,Rust,Haskell
10,6,I am a developer by profession,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no
10,7,I am a developer by profession,120000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Unsure,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
7,2,I am a developer by profession,42657.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Malta,Unsure,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3,3,I am a developer by profession,89000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unfavorable,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
12,7,I am a developer by profession,105023.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Canada,Unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes
12,9,I am a developer by profession,76500.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
11,9,I am a developer by profession,130000.0,Some college/university study without earning a degree,25-34 years old,United States of America,Favorable,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
6,4,I am a developer by profession,11878.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unsure,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
11,9,I am a developer by profession,51964.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Czech Republic,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
14,13,I am a developer by profession,125715.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Canada,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
8,0,I am a developer by profession,140000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
6,0,I am a developer by profession,20262.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Spain,Favorable,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
48,42,I am a developer by profession,35552.0,Some college/university study without earning a degree,65 years or older,Sweden,Favorable,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no
28,24,I am a developer by profession,131634.0,Some college/university study without earning a degree,35-44 years old,Australia,Very favorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
17,11,I am a developer by profession,59720.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
27,24,I am a developer by profession,56538.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United Kingdom of Great Britain and Northern Ireland,Indifferent,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
24,19,I am a developer by profession,170000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
7,6,I am a developer by profession,87448.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Germany,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
30,5,"I am not primarily a developer, but I write code sometimes as part of my work",57500.0,Some college/university study without earning a degree,35-44 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
11,7,I am a developer by profession,14058.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unfavorable,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
16,12,I am a developer by profession,160000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Favorable,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
6,4,I am a developer by profession,59327.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Very favorable,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
15,12,I am a developer by profession,120311.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Australia,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
10,8,I am a developer by profession,200000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Indifferent,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
13,12,I am a developer by profession,93600.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
8,6,I am a developer by profession,175000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
14,6,I am a developer by profession,58654.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Favorable,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
13,3,"I am not primarily a developer, but I write code sometimes as part of my work",63986.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Germany,Very unfavorable,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no
41,28,I am a developer by profession,305000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very favorable,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no
20,12,I am a developer by profession,175000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
23,23,I am a developer by profession,185000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Indifferent,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
22,11,I am a developer by profession,110000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very unfavorable,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no
10,3,I am a developer by profession,74310.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Australia,Very unfavorable,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
4,3,I am a developer by profession,106793.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,United Kingdom of Great Britain and Northern Ireland,Favorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
18,8,I am a developer by profession,42708.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Romania,Unfavorable,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
0,1,I am a developer by profession,21501.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Thailand,Very unfavorable,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
14,12,I am a developer by profession,101509.0,"Associate degree (A.A., A.S., etc.)",35-44 years old,Canada,Very unfavorable,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
4,2,I am a developer by profession,77500.0,Some college/university study without earning a degree,35-44 years old,United States of America,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
30,12,I am a developer by profession,160000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no
20,12,I am a developer by profession,106644.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Belgium,Very unfavorable,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
10,8,I am a developer by profession,800000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,4,I am a developer by profession,47990.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Malta,Unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
23,21,I am a developer by profession,109318.0,"Associate degree (A.A., A.S., etc.)",45-54 years old,Canada,Indifferent,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
9,5,"I am not primarily a developer, but I write code sometimes as part of my work",53927.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Norway,Favorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
7,4,I am a developer by profession,85315.0,Some college/university study without earning a degree,18-24 years old,Netherlands,Favorable,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no
7,1,I am a developer by profession,35138.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Canada,Unfavorable,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
5,1,I am a developer by profession,52769.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
36,25,I am a developer by profession,150000.0,Some college/university study without earning a degree,45-54 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
35,35,I am a developer by profession,160000.0,Some college/university study without earning a degree,55-64 years old,United States of America,Indifferent,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
22,17,I am a developer by profession,59327.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,India,Indifferent,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
10,5,I am a developer by profession,53322.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Spain,Favorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,8,I am a developer by profession,37325.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Spain,Indifferent,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
20,16,I am a developer by profession,61563.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United Kingdom of Great Britain and Northern Ireland,Unfavorable,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
20,15,"I am not primarily a developer, but I write code sometimes as part of my work",95979.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Italy,Indifferent,no,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no
23,22,I am a developer by profession,170000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,United States of America,Unfavorable,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
6,1,I am a developer by profession,26661.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Portugal,Indifferent,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
8,4,I am a developer by profession,21925.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,India,Very favorable,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
28,20,"I am not primarily a developer, but I write code sometimes as part of my work",,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Indifferent,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
24,7,I am a developer by profession,38392.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Germany,Very unfavorable,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
14,2,I am a developer by profession,12026.0,Some college/university study without earning a degree,35-44 years old,Turkey,Indifferent,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
3,3,I am a developer by profession,48843.0,"Professional degree (JD, MD, etc.)",18-24 years old,Germany,Unsure,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
35,35,I am a developer by profession,105000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65 years or older,United States of America,Very unfavorable,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
2,2,I am a developer by profession,5159.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unsure,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4,0,I am a developer by profession,55000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,United States of America,Very favorable,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
19,18,I am a developer by profession,92000.0,Some college/university study without earning a degree,35-44 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no
12,2,I am a developer by profession,24538.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Republic of Korea,Favorable,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
13,7,I am a developer by profession,15593.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,India,Unsure,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
22,19,I am a developer by profession,170000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",35-44 years old,United States of America,Very unfavorable,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes
16,14,I am a developer by profession,66026.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Sweden,Favorable,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
22,4,"I am not primarily a developer, but I write code sometimes as part of my work",60800.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Indifferent,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
6,2,I am a developer by profession,34126.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Ireland,Favorable,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
6,2,I am a developer by profession,12897.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,India,Indifferent,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
6,4,I am a developer by profession,86261.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Japan,Favorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
3,2,I am a developer by profession,15477.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,India,Very unfavorable,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
34,32,I am a developer by profession,93701.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Canada,Very unfavorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
23,10,I am a developer by profession,160000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Favorable,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
12,6,I am a developer by profession,165471.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Switzerland,Indifferent,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
7,4,I am a developer by profession,45760.0,"Associate degree (A.A., A.S., etc.)",25-34 years old,United States of America,Very unfavorable,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes
8,4,I am a developer by profession,110000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,United States of America,Very unfavorable,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no
17,2,I am a developer by profession,250000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Very unfavorable,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no
13,2,I am a developer by profession,100000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,United States of America,Unsure,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
41,28,I am a developer by profession,270000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,United States of America,Unfavorable,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
12,9,I am a developer by profession,39096.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,France,Very favorable,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
15,10,"I am not primarily a developer, but I write code sometimes as part of my work",85000.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,United States of America,Unfavorable,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no
22,11,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Portugal,Indifferent,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
18,6,"I am not primarily a developer, but I write code sometimes as part of my work",93078.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,Switzerland,Very unfavorable,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
12,5,I am a developer by profession,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Australia,Indifferent,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
6,2,I am a developer by profession,75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,United States of America,Very unfavorable,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
32,16,"I am not primarily a developer, but I write code sometimes as part of my work",413678.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Switzerland,Very unfavorable,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
20,12,I am a developer by profession,95979.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Germany,Unfavorable,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
